age,region,face_confidence,gender,dominant_gender,race,dominant_race,emotion,dominant_emotion,file_name
25,"{'x': 579, 'y': 409, 'w': 332, 'h': 332}",0.7715398669242859,"{'Woman': 0.28792296070605516, 'Man': 99.71207976341248}",Man,"{'asian': 99.9741315826256, 'indian': 1.9845427107693387e-05, 'black': 3.9706089673635047e-07, 'white': 0.015396445277493911, 'middle eastern': 3.6151637795441034e-05, 'latino hispanic': 0.010419524080911223}",asian,"{'angry': 5.655200034379959, 'disgust': 2.927034836730513e-07, 'fear': 2.045002579689026, 'happy': 58.21605324745178, 'sad': 0.04163081175647676, 'surprise': 0.4711555317044258, 'neutral': 33.57096314430237}",happy,10398160.jpg
23,"{'x': 281, 'y': 342, 'w': 577, 'h': 577}",0.915820300579071,"{'Woman': 0.13103480450809002, 'Man': 99.86897110939026}",Man,"{'asian': 59.270941105968824, 'indian': 0.8781780373241856, 'black': 0.23024153944950826, 'white': 29.27249619096563, 'middle eastern': 2.3447754791646624, 'latino hispanic': 8.0033598240185}",asian,"{'angry': 2.5058362632989883, 'disgust': 0.00010917769941443112, 'fear': 7.323937118053436, 'happy': 0.05617585848085582, 'sad': 81.9612205028534, 'surprise': 0.3108445554971695, 'neutral': 7.84187987446785}",sad,image_1185.jpg
24,"{'x': 245, 'y': 342, 'w': 595, 'h': 595}",0.9288838505744934,"{'Woman': 0.7194227073341608, 'Man': 99.28057789802551}",Man,"{'asian': 2.412041835486889, 'indian': 1.073168870061636, 'black': 0.1887458493001759, 'white': 53.48905920982361, 'middle eastern': 13.60052078962326, 'latino hispanic': 29.236459732055664}",white,"{'angry': 8.887464094822324e-06, 'disgust': 8.967298795568541e-15, 'fear': 7.341117662788281e-06, 'happy': 99.99896883958392, 'sad': 0.0010100027486182992, 'surprise': 1.7779638414149943e-10, 'neutral': 4.5632755407576276e-06}",happy,image_943.jpg
31,"{'x': 552, 'y': 371, 'w': 312, 'h': 312}",0.5027207136154175,"{'Woman': 32.128602266311646, 'Man': 67.87140369415283}",Man,"{'asian': 6.3475556671619415, 'indian': 6.562025099992752, 'black': 32.36236870288849, 'white': 24.97454583644867, 'middle eastern': 7.283700257539749, 'latino hispanic': 22.46980518102646}",black,"{'angry': 99.99995231628418, 'disgust': 2.03092951210411e-17, 'fear': 4.804033437721955e-05, 'happy': 9.248481980250745e-07, 'sad': 1.2549662420369145e-07, 'surprise': 8.385350892109716e-15, 'neutral': 1.2551772772192993e-10}",angry,10321732.jpg
24,"{'x': 217, 'y': 317, 'w': 596, 'h': 596}",0.9361207485198975,"{'Woman': 94.80660557746887, 'Man': 5.1933880895376205}",Woman,"{'asian': 0.024941348237916827, 'indian': 0.05034225177951157, 'black': 0.0022893438654136844, 'white': 84.14210677146912, 'middle eastern': 5.66781647503376, 'latino hispanic': 10.112504661083221}",white,"{'angry': 0.013456343078246301, 'disgust': 1.0585603025592676e-07, 'fear': 0.003415185550527531, 'happy': 0.6506429441656437, 'sad': 1.2238961442647067, 'surprise': 5.644045922861727e-06, 'neutral': 98.10858357599876}",neutral,image_8575.jpg
27,"{'x': 180, 'y': 291, 'w': 654, 'h': 654}",0.9446859359741211,"{'Woman': 99.20475482940674, 'Man': 0.7952460087835789}",Woman,"{'asian': 0.3198767313733697, 'indian': 0.39167958311736584, 'black': 0.018992806144524366, 'white': 72.1173107624054, 'middle eastern': 12.389297783374786, 'latino hispanic': 14.762842655181885}",white,"{'angry': 1.834308509909092, 'disgust': 0.020975846974264446, 'fear': 57.02857887404217, 'happy': 2.722492116988645, 'sad': 29.4966990355612, 'surprise': 0.008757412117255153, 'neutral': 8.88818545482332}",fear,image_3225.jpg
31,"{'x': 559, 'y': 426, 'w': 310, 'h': 310}",0.7709458470344543,"{'Woman': 64.70279693603516, 'Man': 35.297200083732605}",Woman,"{'asian': 98.61603967046975, 'indian': 0.0011396064789416871, 'black': 2.996998952231773e-05, 'white': 1.2078771156297394, 'middle eastern': 0.003136957280352028, 'latino hispanic': 0.1717820516732068}",asian,"{'angry': 0.043454463593661785, 'disgust': 0.02916179073508829, 'fear': 0.00471727253170684, 'happy': 99.6863603591919, 'sad': 0.11095760855823755, 'surprise': 1.3488434369435254e-06, 'neutral': 0.12534577399492264}",happy,12702881.jpg
26,"{'x': 231, 'y': 371, 'w': 562, 'h': 562}",0.8946062326431274,"{'Woman': 5.045270547270775, 'Man': 94.95472311973572}",Man,"{'asian': 6.290761381387711, 'indian': 6.921166181564331, 'black': 1.1328411288559437, 'white': 34.599074721336365, 'middle eastern': 22.121407091617584, 'latino hispanic': 28.934749960899353}",white,"{'angry': 0.015165940567385405, 'disgust': 6.363675453258111e-06, 'fear': 0.9820142760872841, 'happy': 0.51462696865201, 'sad': 5.3123630583286285, 'surprise': 0.007396196451736614, 'neutral': 93.16843152046204}",neutral,image_2439.jpg
26,"{'x': 656, 'y': 460, 'w': 319, 'h': 319}",0.8099282383918762,"{'Woman': 6.230130046606064, 'Man': 93.76987218856812}",Man,"{'asian': 5.367896065962784, 'indian': 0.044011531855467634, 'black': 0.007100486863532738, 'white': 92.87005151867253, 'middle eastern': 0.8483044723207388, 'latino hispanic': 0.8626290500010192}",white,"{'angry': 0.15649820912246162, 'disgust': 1.1761662345676704e-07, 'fear': 5.6245140358515995, 'happy': 0.12983340612551011, 'sad': 93.59263143495508, 'surprise': 1.5778363985832866e-11, 'neutral': 0.4965232515497954}",sad,47219004.jpg
24,"{'x': 1212, 'y': 371, 'w': 311, 'h': 311}",0.8906548023223877,"{'Woman': 21.081633865833282, 'Man': 78.91836762428284}",Man,"{'asian': 99.9995231628418, 'indian': 2.263583382955403e-05, 'black': 2.2509596617203975e-09, 'white': 0.0003363942141731968, 'middle eastern': 1.1620733264550154e-07, 'latino hispanic': 0.00012490000926845823}",asian,"{'angry': 96.42841198613715, 'disgust': 4.262761278245601e-05, 'fear': 0.2266385261946038, 'happy': 0.0027615345797857393, 'sad': 0.8912561992559552, 'surprise': 2.272017994345307, 'neutral': 0.17887356127417453}",angry,4700865.jpg
25,"{'x': 1195, 'y': 279, 'w': 326, 'h': 326}",0.8207426071166992,"{'Woman': 95.95144391059875, 'Man': 4.048550501465797}",Woman,"{'asian': 23.552675545215607, 'indian': 4.740800708532333, 'black': 2.040976472198963, 'white': 39.54014480113983, 'middle eastern': 12.651903927326202, 'latino hispanic': 17.473500967025757}",white,"{'angry': 2.517226675990969e-05, 'disgust': 8.11712433379519e-09, 'fear': 0.011421400267863646, 'happy': 7.640353590250015, 'sad': 0.016235049406532198, 'surprise': 7.85576603767879e-09, 'neutral': 92.33196377754211}",neutral,47104739.jpg
22,"{'x': 1324, 'y': 614, 'w': 323, 'h': 323}",0.6726281642913818,"{'Woman': 0.41733779944479465, 'Man': 99.58265423774719}",Man,"{'asian': 97.88101302868205, 'indian': 0.0004617567176516679, 'black': 0.00020499418354529445, 'white': 1.9228575034652653, 'middle eastern': 0.08309553290541666, 'latino hispanic': 0.1123713745658919}",asian,"{'angry': 12.76007738589318, 'disgust': 0.0029606591960514178, 'fear': 83.2573612621592, 'happy': 0.009503138748554737, 'sad': 3.944063461534564, 'surprise': 0.025496652104359613, 'neutral': 0.0005346674969769645}",fear,3000130.jpg
25,"{'x': 1263, 'y': 336, 'w': 466, 'h': 466}",0.9346746802330017,"{'Woman': 99.92725253105164, 'Man': 0.07274855161085725}",Woman,"{'asian': 61.141520738601685, 'indian': 6.5626561641693115, 'black': 1.9921466708183289, 'white': 9.69858467578888, 'middle eastern': 2.7435680851340294, 'latino hispanic': 17.861521244049072}",asian,"{'angry': 28.367826342582703, 'disgust': 0.005548288027057424, 'fear': 1.3180277310311794, 'happy': 0.9448002092540264, 'sad': 31.991955637931824, 'surprise': 0.004231446655467153, 'neutral': 37.36761212348938}",neutral,39243928.jpg
31,"{'x': 888, 'y': 534, 'w': 348, 'h': 348}",0.8558340668678284,"{'Woman': 0.5459460895508528, 'Man': 99.45405125617981}",Man,"{'asian': 19.645094871520996, 'indian': 28.92737090587616, 'black': 25.034040212631226, 'white': 3.4998521208763123, 'middle eastern': 3.418540209531784, 'latino hispanic': 19.4751039147377}",indian,"{'angry': 0.03558732144983751, 'disgust': 6.92212810709209e-05, 'fear': 0.006672397217185382, 'happy': 99.79460837905307, 'sad': 0.004248042608378964, 'surprise': 0.0022224117025908103, 'neutral': 0.15658342042688483}",happy,81276269.jpg
26,"{'x': 287, 'y': 309, 'w': 622, 'h': 622}",0.9260181784629822,"{'Woman': 23.600201308727264, 'Man': 76.3998031616211}",Man,"{'asian': 99.08044928791817, 'indian': 0.3369647511893363, 'black': 0.004634736527570652, 'white': 0.306143606634057, 'middle eastern': 0.0009394888016416536, 'latino hispanic': 0.27087020439626003}",asian,"{'angry': 0.06386824332882424, 'disgust': 0.00023529434240140293, 'fear': 0.33409064298663393, 'happy': 2.51519434244599, 'sad': 88.43412926400478, 'surprise': 0.00037114734761736377, 'neutral': 8.652113148696014}",sad,image_278.jpg
26,"{'x': 214, 'y': 308, 'w': 620, 'h': 620}",0.9455342888832092,"{'Woman': 99.96128678321838, 'Man': 0.03871901717502624}",Woman,"{'asian': 8.350982517004013, 'indian': 8.82391631603241, 'black': 3.6431778222322464, 'white': 24.59714114665985, 'middle eastern': 21.1787611246109, 'latino hispanic': 33.40601623058319}",latino hispanic,"{'angry': 0.0001024249172587588, 'disgust': 7.293302767275023e-09, 'fear': 0.6962859071791172, 'happy': 96.75993323326111, 'sad': 1.6439534723758698, 'surprise': 4.256447425632359e-05, 'neutral': 0.8996805176138878}",happy,image_1571.jpg
22,"{'x': 770, 'y': 528, 'w': 362, 'h': 362}",0.9259418249130249,"{'Woman': 42.30085909366608, 'Man': 57.699137926101685}",Man,"{'asian': 0.007293964295999548, 'indian': 0.0024560368928338606, 'black': 0.00012240289246946478, 'white': 93.41319720902409, 'middle eastern': 1.3436447568112322, 'latino hispanic': 5.2332884351358935}",white,"{'angry': 4.857687196284724e-12, 'disgust': 6.468299273912696e-26, 'fear': 2.044754687089063e-13, 'happy': 99.97819066047668, 'sad': 2.6689434082932673e-10, 'surprise': 3.0167199033953596e-11, 'neutral': 0.021810726320836693}",happy,59133991.jpg
39,"{'x': 871, 'y': 157, 'w': 348, 'h': 348}",0.5860357284545898,"{'Woman': 4.202896356582642, 'Man': 95.79710960388184}",Man,"{'asian': 0.0013921808363412068, 'indian': 0.0006425562476387017, 'black': 1.1053471486047225e-05, 'white': 98.53573458960837, 'middle eastern': 0.4652203437423296, 'latino hispanic': 0.9969951327746949}",white,"{'angry': 2.5097611455748847e-05, 'disgust': 4.592436033643314e-13, 'fear': 9.950789490176248e-05, 'happy': 99.83918070793152, 'sad': 0.0011607934538915288, 'surprise': 0.007410902617266402, 'neutral': 0.15212205471470952}",happy,82783500.jpg
36,"{'x': 216, 'y': 268, 'w': 727, 'h': 727}",0.9270628690719604,"{'Woman': 87.3889684677124, 'Man': 12.61102706193924}",Woman,"{'asian': 1.328509021550417, 'indian': 0.6765584461390972, 'black': 0.16482301289215684, 'white': 73.78396391868591, 'middle eastern': 11.296582967042923, 'latino hispanic': 12.749563157558441}",white,"{'angry': 1.9895186684898095e-07, 'disgust': 1.2451947767759658e-10, 'fear': 2.758407555803897e-08, 'happy': 99.99873042099061, 'sad': 0.0005629127253005648, 'surprise': 1.960993637228952e-09, 'neutral': 0.0007075093402521198}",happy,image_1491.jpg
25,"{'x': 681, 'y': 420, 'w': 297, 'h': 297}",0.9023979902267456,"{'Woman': 0.15894693788141012, 'Man': 99.84104633331299}",Man,"{'asian': 99.99758005113364, 'indian': 7.834384845939504e-12, 'black': 6.302617057787455e-11, 'white': 0.0023809062550482346, 'middle eastern': 5.729554403373327e-07, 'latino hispanic': 4.221844781901054e-05}",asian,"{'angry': 0.002081804814224597, 'disgust': 1.1463974691530603e-16, 'fear': 7.617260121273173e-10, 'happy': 8.707514780326164e-05, 'sad': 0.0006301936537056463, 'surprise': 1.8391658147468145e-14, 'neutral': 99.99719858169556}",neutral,22766112.jpg
27,"{'x': 1372, 'y': 305, 'w': 297, 'h': 297}",0.8255466222763062,"{'Woman': 97.25679755210876, 'Man': 2.74320300668478}",Woman,"{'asian': 25.158032774925232, 'indian': 7.030648738145828, 'black': 1.992006041109562, 'white': 22.922538220882416, 'middle eastern': 12.033474445343018, 'latino hispanic': 30.86329996585846}",latino hispanic,"{'angry': 0.001477994373999536, 'disgust': 1.4374723742056894e-11, 'fear': 3.7083207615751235e-07, 'happy': 34.05669629573822, 'sad': 0.47891177237033844, 'surprise': 3.3640739499629646e-09, 'neutral': 65.46291708946228}",neutral,36617812.jpg
23,"{'x': 592, 'y': 308, 'w': 316, 'h': 316}",0.7302003502845764,"{'Woman': 0.43052341789007187, 'Man': 99.56947565078735}",Man,"{'asian': 98.13039302825928, 'indian': 0.14428470749408007, 'black': 0.02147362392861396, 'white': 0.7936690934002399, 'middle eastern': 0.08162245503626764, 'latino hispanic': 0.8285573683679104}",asian,"{'angry': 0.001400492328684777, 'disgust': 1.5406972408982256e-05, 'fear': 0.0015821346096345223, 'happy': 0.2850180258974433, 'sad': 96.47385478019714, 'surprise': 1.921658838999196e-09, 'neutral': 3.238131105899811}",sad,30760318.jpg
25,"{'x': 1037, 'y': 361, 'w': 344, 'h': 344}",0.5689715147018433,"{'Woman': 0.24596494622528553, 'Man': 99.75403547286987}",Man,"{'asian': 76.61506394237661, 'indian': 0.27430797233778076, 'black': 0.2630064886365228, 'white': 16.67974839685848, 'middle eastern': 2.4307056847635318, 'latino hispanic': 3.737172334621688}",asian,"{'angry': 78.85847561707948, 'disgust': 0.016726912414210284, 'fear': 20.972043035748186, 'happy': 0.019073116391133006, 'sad': 0.13334974277241485, 'surprise': 0.0001602541697160789, 'neutral': 0.00017581185058771138}",angry,8437773.jpg
22,"{'x': 638, 'y': 270, 'w': 297, 'h': 297}",0.8358307480812073,"{'Woman': 0.057537463726475835, 'Man': 99.9424695968628}",Man,"{'asian': 0.824547005390764, 'indian': 0.09035690949827845, 'black': 0.009475568769614029, 'white': 87.28188720725622, 'middle eastern': 6.430609545780366, 'latino hispanic': 5.363127856031401}",white,"{'angry': 6.100799916679779e-10, 'disgust': 3.0343675014059824e-16, 'fear': 7.473811512028973e-11, 'happy': 99.99886155121693, 'sad': 5.972980244486265e-07, 'surprise': 1.5716636828816983e-10, 'neutral': 0.0011391559152395731}",happy,76568922.jpg
27,"{'x': 239, 'y': 369, 'w': 336, 'h': 336}",0.9135353565216064,"{'Woman': 99.10609126091003, 'Man': 0.8939104154706001}",Woman,"{'asian': 99.63319902024281, 'indian': 0.0020110522531534654, 'black': 0.00010704810480910128, 'white': 0.2497792411858748, 'middle eastern': 0.0009514171099871024, 'latino hispanic': 0.11394977142515524}",asian,"{'angry': 0.7483776232299062, 'disgust': 3.870748735292383e-05, 'fear': 0.11695903728645596, 'happy': 77.32766540912802, 'sad': 14.466926221021865, 'surprise': 0.0012548734371386934, 'neutral': 7.338769604114341}",happy,69410933.jpg
30,"{'x': 181, 'y': 321, 'w': 642, 'h': 642}",0.8925723433494568,"{'Woman': 2.9603916118503548e-05, 'Man': 99.99997615814209}",Man,"{'asian': 0.748085230588913, 'indian': 3.890363499522209, 'black': 0.4098042845726013, 'white': 34.0085506439209, 'middle eastern': 42.67561733722687, 'latino hispanic': 18.26758086681366}",middle eastern,"{'angry': 0.0039021592679420614, 'disgust': 3.135137073494982e-13, 'fear': 7.229863067891712e-08, 'happy': 99.79758861093657, 'sad': 2.8253063007300195e-05, 'surprise': 0.0001364451073785557, 'neutral': 0.19833494407416058}",happy,image_2073.jpg
53,"{'x': 495, 'y': 200, 'w': 292, 'h': 292}",0.6970404982566833,"{'Woman': 97.23082780838013, 'Man': 2.7691707015037537}",Woman,"{'asian': 0.08637580254865006, 'indian': 0.2680225690393191, 'black': 0.01126620840145027, 'white': 77.52322420616294, 'middle eastern': 11.533752026185514, 'latino hispanic': 10.577361916146392}",white,"{'angry': 0.13664047000929713, 'disgust': 0.0006083380412746919, 'fear': 0.2643289277330041, 'happy': 23.56128990650177, 'sad': 7.548853754997253, 'surprise': 0.3388904733583331, 'neutral': 68.1493878364563}",neutral,62569446.jpg
35,"{'x': 601, 'y': 611, 'w': 418, 'h': 418}",0.7457708120346069,"{'Woman': 6.77006937621627e-05, 'Man': 99.99992847442627}",Man,"{'asian': 99.9862492076307, 'indian': 0.000300702976989551, 'black': 1.5334502582470088e-06, 'white': 0.0030823359356909057, 'middle eastern': 2.53595950477724e-06, 'latino hispanic': 0.010371829448311668}",asian,"{'angry': 0.007602907862747088, 'disgust': 5.7705235034788416e-08, 'fear': 0.0013865545952285174, 'happy': 42.62164533138275, 'sad': 0.04516271874308586, 'surprise': 0.0043960815673926845, 'neutral': 57.31980800628662}",neutral,12995520.jpg
24,"{'x': 560, 'y': 603, 'w': 299, 'h': 299}",0.8559255599975586,"{'Woman': 0.7614389527589083, 'Man': 99.23856258392334}",Man,"{'asian': 96.14404439926147, 'indian': 1.4691062271595001, 'black': 0.027808285085484385, 'white': 0.09020606521517038, 'middle eastern': 0.0015417439499287866, 'latino hispanic': 2.2672954946756363}",asian,"{'angry': 0.0007637927865798011, 'disgust': 5.652467112803891e-10, 'fear': 0.002919429417786638, 'happy': 0.11707357595926976, 'sad': 0.27275380441569114, 'surprise': 9.358643627209012e-05, 'neutral': 99.60639474430053}",neutral,41919866.jpg
24,"{'x': 221, 'y': 340, 'w': 613, 'h': 613}",0.9065653681755066,"{'Woman': 0.02603283792268485, 'Man': 99.97397065162659}",Man,"{'asian': 2.867005299833636e-07, 'indian': 3.30734621911688e-06, 'black': 6.517564959951372e-09, 'white': 99.7778832912445, 'middle eastern': 0.14695244608446956, 'latino hispanic': 0.0751596933696419}",white,"{'angry': 2.0477589911951628e-05, 'disgust': 7.338305170834806e-21, 'fear': 2.294574443803157e-12, 'happy': 99.99441504445166, 'sad': 1.544046829287946e-11, 'surprise': 0.0011579961900592373, 'neutral': 0.004412467286943371}",happy,image_10251.jpg
33,"{'x': 468, 'y': 344, 'w': 369, 'h': 369}",0.8540698885917664,"{'Woman': 99.9651312828064, 'Man': 0.03486313216853887}",Woman,"{'asian': 0.0926171077205752, 'indian': 0.03303723548481527, 'black': 0.0010293144145699894, 'white': 90.96174186240088, 'middle eastern': 5.32587910150761, 'latino hispanic': 3.58569792423832}",white,"{'angry': 3.5572055284011084e-11, 'disgust': 2.5384493937080604e-27, 'fear': 9.578594329047675e-17, 'happy': 100.0, 'sad': 1.5204790915839222e-13, 'surprise': 2.0855367294609565e-15, 'neutral': 8.780222771065382e-07}",happy,60480133.jpg
26,"{'x': 1151, 'y': 446, 'w': 353, 'h': 353}",0.9197390675544739,"{'Woman': 93.09279918670654, 'Man': 6.907201558351517}",Woman,"{'asian': 99.98621940612793, 'indian': 0.0016702395441825502, 'black': 1.2975950980376183e-06, 'white': 0.009921133460011333, 'middle eastern': 1.568618301917013e-05, 'latino hispanic': 0.002177279384341091}",asian,"{'angry': 79.90626096725464, 'disgust': 0.00038733055589545984, 'fear': 0.0328014197293669, 'happy': 8.13055123671802e-05, 'sad': 1.2875773943960667, 'surprise': 3.3479754524279315e-07, 'neutral': 18.77288818359375}",angry,7273986.jpg
23,"{'x': 557, 'y': 569, 'w': 378, 'h': 378}",0.955292284488678,"{'Woman': 46.39529585838318, 'Man': 53.60470414161682}",Man,"{'asian': 97.55473122326917, 'indian': 1.011824575026308, 'black': 0.06161322020296575, 'white': 0.6773791214006616, 'middle eastern': 0.029832563045699183, 'latino hispanic': 0.6646233541293951}",asian,"{'angry': 30.572559271607357, 'disgust': 0.17325507811114657, 'fear': 67.64683530609818, 'happy': 0.03581248379032962, 'sad': 1.5711355028233231, 'surprise': 9.445471634950017e-07, 'neutral': 0.0004081699687502142}",fear,11862440.jpg
29,"{'x': 248, 'y': 327, 'w': 628, 'h': 628}",0.9463695287704468,"{'Woman': 99.99955892562866, 'Man': 0.0004382111001177691}",Woman,"{'asian': 3.992910414089014, 'indian': 3.304626441553407, 'black': 0.5837265166612288, 'white': 38.95448016577723, 'middle eastern': 20.123314276136668, 'latino hispanic': 33.0409476805863}",white,"{'angry': 5.5298590043005976e-05, 'disgust': 5.386003153676006e-09, 'fear': 0.02729053050914043, 'happy': 31.304683529772337, 'sad': 67.58354096608866, 'surprise': 7.167192650957054e-07, 'neutral': 1.0844263818053743}",sad,image_8082.jpg
35,"{'x': 1217, 'y': 262, 'w': 314, 'h': 314}",0.8323207497596741,"{'Woman': 9.69274083217897e-06, 'Man': 99.99998807907104}",Man,"{'asian': 6.447723214716983e-11, 'indian': 6.182477862992641e-08, 'black': 1.8431050685229627e-11, 'white': 99.97524619102478, 'middle eastern': 0.022524010273627937, 'latino hispanic': 0.002234688145108521}",white,"{'angry': 4.085793971254873e-06, 'disgust': 1.5460616316266983e-13, 'fear': 2.7198835494454427e-06, 'happy': 99.99998807907247, 'sad': 3.9981466700725555e-07, 'surprise': 4.9715724703744e-14, 'neutral': 1.7898416724473496e-08}",happy,63460474.jpg
28,"{'x': 236, 'y': 345, 'w': 578, 'h': 578}",0.9134875535964966,"{'Woman': 40.726956725120544, 'Man': 59.273046255111694}",Man,"{'asian': 0.1032664269293205, 'indian': 0.03031988343267938, 'black': 0.0009926192115492928, 'white': 89.93797242271735, 'middle eastern': 3.298529434116449, 'latino hispanic': 6.628920532996687}",white,"{'angry': 1.5718068062506145e-08, 'disgust': 4.694554989393379e-15, 'fear': 1.874402522784834e-07, 'happy': 99.99222159339318, 'sad': 0.007767730593574008, 'surprise': 6.665300219772053e-11, 'neutral': 1.097299738751313e-05}",happy,image_5245.jpg
