file_name,bbox,image_id,race,age,emotion,gender
104493424.jpg,"[717, 233, 251, 330]",24,Mongoloid,20-30s,Neutral,Male
104560322.jpg,"[508, 271, 273, 345]",25,Mongoloid,20-30s,Neutral,Male
104560322.jpg,"[392, 612, 25, 34]",25,Mongoloid,20-30s,Sadness,Male
104857335.jpg,"[1035, 224, 121, 149]",26,Mongoloid,20-30s,Sadness,Male
10500528.jpg,"[448, 268, 414, 501]",27,Mongoloid,20-30s,Happiness,Female
105090100.jpg,"[1145, 179, 702, 911]",28,Mongoloid,20-30s,Anger,Female
10535221.jpg,"[726, 658, 31, 35]",29,Caucasian,20-30s,Happiness,Male
10535221.jpg,"[1478, 399, 163, 239]",29,Caucasian,40-50s,Neutral,Male
105530852.jpg,"[385, 359, 230, 325]",30,Mongoloid,40-50s,Fear,Male
105530852.jpg,"[1296, 994, 52, 60]",30,Caucasian,20-30s,Fear,Male
105542559.jpg,"[434, 203, 143, 178]",31,Mongoloid,20-30s,Sadness,Female
105542559.jpg,"[896, 586, 31, 40]",31,Caucasian,20-30s,Sadness,Male
105653915.jpg,"[200, 432, 712, 841]",32,Mongoloid,20-30s,Fear,Female
105708833.jpg,"[385, 356, 655, 900]",33,Mongoloid,Teenager,Happiness,Female
105830480.jpg,"[415, 372, 33, 44]",34,Caucasian,20-30s,Sadness,Male
105830480.jpg,"[683, 363, 125, 152]",34,Caucasian,20-30s,Happiness,Female
10610911.jpg,"[1423, 786, 141, 184]",36,Mongoloid,40-50s,Neutral,Male
10620731.jpg,"[812, 341, 139, 188]",37,Mongoloid,20-30s,Fear,Female
106320112.jpg,"[1897, 1239, 26, 34]",38,Caucasian,20-30s,Sadness,Male
106320112.jpg,"[930, 255, 172, 222]",38,Mongoloid,20-30s,Fear,Male
10635344.jpg,"[561, 164, 150, 177]",39,Mongoloid,40-50s,Neutral,Female
106449415.jpg,"[605, 310, 247, 330]",40,Caucasian,40-50s,Happiness,Male
106477337.jpg,"[325, 197, 253, 309]",41,Caucasian,20-30s,Neutral,Male
106532294.jpg,"[573, 198, 351, 472]",42,Mongoloid,20-30s,Neutral,Male
106752775.jpg,"[798, 255, 401, 545]",43,Mongoloid,20-30s,Happiness,Female
106867026.jpg,"[1057, 88, 110, 146]",44,Caucasian,20-30s,Sadness,Male
106867026.jpg,"[1766, 855, 137, 144]",44,Mongoloid,20-30s,Sadness,Female
106867026.jpg,"[670, 377, 161, 213]",44,Caucasian,20-30s,Neutral,Female
106867026.jpg,"[306, 570, 57, 68]",44,Caucasian,20-30s,Sadness,Male
106867026.jpg,"[1594, 876, 128, 151]",44,Caucasian,20-30s,Neutral,Male
107409236.jpg,"[764, 229, 366, 455]",45,Mongoloid,40-50s,Sadness,Male
107517113.jpg,"[631, 247, 177, 212]",46,Caucasian,20-30s,Happiness,Female
107617448.jpg,"[877, 326, 279, 383]",47,Caucasian,40-50s,Neutral,Male
107892066.jpg,"[895, 174, 255, 338]",48,Caucasian,20-30s,Happiness,Female
108117094.jpg,"[614, 250, 174, 254]",49,Caucasian,20-30s,Anger,Male
108117094.jpg,"[984, 95, 38, 50]",49,Mongoloid,20-30s,Sadness,Male
108124150.jpg,"[741, 210, 512, 675]",50,Caucasian,40-50s,Neutral,Female
11540921.jpg,"[990, 172, 326, 458]",51,Mongoloid,40-50s,Neutral,Male
11749071.jpg,"[367, 289, 491, 683]",52,Mongoloid,20-30s,Happiness,Female
11826109.jpg,"[884, 301, 253, 350]",53,Mongoloid,20-30s,Happiness,Male
11862440.jpg,"[527, 461, 366, 508]",54,Mongoloid,20-30s,Happiness,Female
11899864.jpg,"[558, 209, 166, 240]",55,Mongoloid,20-30s,Neutral,Male
11910632.jpg,"[413, 1516, 270, 283]",56,Caucasian,40-50s,Happiness,Male
11910632.jpg,"[566, 332, 391, 515]",56,Mongoloid,20-30s,Neutral,Male
11910632.jpg,"[574, 1036, 18, 21]",56,Caucasian,20-30s,Fear,Male
11910663.jpg,"[1246, 247, 282, 354]",57,Mongoloid,20-30s,Neutral,Male
11911421.jpg,"[1218, 266, 261, 318]",58,Mongoloid,20-30s,Neutral,Male
11912057.jpg,"[483, 397, 420, 586]",59,Mongoloid,40-50s,Happiness,Male
11912057.jpg,"[307, 1722, 14, 18]",59,Caucasian,20-30s,Sadness,Male
11937543.jpg,"[1081, 220, 321, 404]",60,Mongoloid,40-50s,Anger,Male
12050001.jpg,"[489, 225, 346, 473]",61,Mongoloid,20-30s,Surprise,Male
12196761.jpg,"[525, 501, 339, 385]",62,Mongoloid,20-30s,Happiness,Male
12221828.jpg,"[1103, 1162, 29, 35]",63,Caucasian,20-30s,Fear,Male
12221828.jpg,"[292, 215, 26, 36]",63,Caucasian,20-30s,Fear,Male
12221828.jpg,"[446, 897, 19, 21]",63,Caucasian,20-30s,Fear,Male
12221828.jpg,"[300, 377, 32, 41]",63,Caucasian,20-30s,Fear,Male
12221828.jpg,"[378, 854, 33, 43]",63,Caucasian,20-30s,Fear,Male
12221828.jpg,"[971, 946, 35, 41]",63,Caucasian,20-30s,Sadness,Male
12221828.jpg,"[317, 1203, 230, 315]",63,Mongoloid,20-30s,Happiness,Female
12221828.jpg,"[367, 737, 46, 54]",63,Caucasian,20-30s,Fear,Male
12250368.jpg,"[647, 326, 515, 661]",64,Mongoloid,20-30s,Happiness,Female
12286502.jpg,"[531, 327, 326, 401]",65,Mongoloid,20-30s,Happiness,Female
12467250.jpg,"[664, 413, 245, 366]",66,Mongoloid,40-50s,Sadness,Male
12564686.jpg,"[447, 369, 252, 333]",67,Caucasian,20-30s,Neutral,Male
12565086.jpg,"[612, 123, 158, 202]",68,Caucasian,20-30s,Neutral,Male
12578232.jpg,"[823, 493, 237, 337]",69,Mongoloid,40-50s,Fear,Female
12585940.jpg,"[484, 234, 284, 394]",70,Mongoloid,40-50s,Happiness,Male
12585940.jpg,"[734, 1278, 18, 20]",70,Mongoloid,20-30s,Sadness,Male
12585940.jpg,"[708, 1277, 16, 17]",70,Mongoloid,20-30s,Neutral,Male
1263134.jpg,"[488, 347, 396, 617]",71,Caucasian,40-50s,Fear,Male
12635625.jpg,"[535, 658, 229, 280]",72,Mongoloid,20-30s,Neutral,Male
1267459.jpg,"[846, 310, 106, 173]",73,Mongoloid,40-50s,Fear,Male
1267459.jpg,"[1055, 1011, 95, 102]",73,Caucasian,20-30s,Fear,Male
12680121.jpg,"[819, 189, 501, 676]",74,Mongoloid,40-50s,Anger,Male
12702881.jpg,"[544, 344, 292, 397]",75,Mongoloid,20-30s,Happiness,Female
12774879.jpg,"[593, 880, 217, 304]",76,Mongoloid,20-30s,Sadness,Male
12875463.jpg,"[645, 134, 174, 226]",77,Mongoloid,40-50s,Neutral,Male
12915596.jpg,"[1069, 226, 219, 263]",79,Mongoloid,20-30s,Neutral,Female
12975758.jpg,"[628, 450, 138, 182]",80,Mongoloid,40-50s,Anger,Male
12995520.jpg,"[620, 505, 419, 569]",81,Mongoloid,40-50s,Neutral,Male
13135767.jpg,"[225, 560, 611, 726]",82,Caucasian,20-30s,Neutral,Male
13137242.jpg,"[880, 56, 455, 637]",83,Mongoloid,40-50s,Anger,Male
13224746.jpg,"[453, 1518, 143, 172]",84,Caucasian,20-30s,Happiness,Male
13224746.jpg,"[531, 362, 254, 342]",84,Mongoloid,20-30s,Neutral,Female
13393812.jpg,"[599, 435, 180, 219]",85,Mongoloid,20-30s,Anger,Male
13445824.jpg,"[617, 314, 306, 367]",86,Mongoloid,20-30s,Neutral,Female
13602326.jpg,"[970, 229, 643, 857]",87,Mongoloid,20-30s,Neutral,Female
13706629.jpg,"[472, 478, 295, 402]",88,Mongoloid,40-50s,Happiness,Male
13706629.jpg,"[550, 1762, 105, 108]",88,Mongoloid,20-30s,Anger,Male
13758756.jpg,"[707, 332, 113, 176]",89,Caucasian,40-50s,Anger,Male
1376556.jpg,"[206, 210, 899, 1111]",90,Mongoloid,20-30s,Sadness,Male
13788539.jpg,"[1084, 545, 210, 267]",91,Mongoloid,20-30s,Neutral,Female
1379340.jpg,"[728, 912, 343, 475]",92,Mongoloid,20-30s,Neutral,Male
1379340.jpg,"[492, 694, 553, 565]",92,Mongoloid,20-30s,Neutral,Female
13851071.jpg,"[526, 277, 423, 559]",93,Mongoloid,20-30s,Sadness,Female
13874830.jpg,"[713, 150, 183, 256]",94,Mongoloid,40-50s,Happiness,Male
13984942.jpg,"[1126, 437, 236, 309]",95,Mongoloid,20-30s,Happiness,Female
1400882.jpg,"[461, 386, 219, 293]",96,Mongoloid,20-30s,Happiness,Female
14071184.jpg,"[1120, 258, 232, 279]",97,Mongoloid,20-30s,Happiness,Female
14340893.jpg,"[768, 241, 438, 594]",98,Mongoloid,20-30s,Happiness,Female
14361436.jpg,"[1204, 430, 110, 130]",99,Mongoloid,40-50s,Sadness,Male
14364844.jpg,"[1136, 466, 111, 149]",100,Mongoloid,20-30s,Happiness,Male
14364844.jpg,"[1280, 952, 50, 60]",100,Caucasian,20-30s,Anger,Male
14376460.jpg,"[691, 221, 327, 441]",101,Mongoloid,20-30s,Happiness,Male
1479831.jpg,"[1944, 866, 17, 22]",102,Caucasian,20-30s,Happiness,Male
1479831.jpg,"[780, 142, 433, 578]",102,Mongoloid,40-50s,Happiness,Male
1479831.jpg,"[1856, 487, 18, 22]",102,Caucasian,20-30s,Happiness,Male
1479831.jpg,"[1867, 913, 36, 41]",102,Mongoloid,20-30s,Fear,Male
15444215.jpg,"[128, 359, 662, 910]",104,Caucasian,40-50s,Fear,Male
15539955.jpg,"[1069, 256, 349, 462]",105,Mongoloid,40-50s,Neutral,Male
16142768.jpg,"[858, 573, 202, 227]",106,Mongoloid,20-30s,Neutral,Female
16419201.jpg,"[416, 495, 442, 627]",107,Mongoloid,40-50s,Fear,Male
16450025.jpg,"[797, 196, 294, 407]",108,Mongoloid,40-50s,Surprise,Male
16515576.jpg,"[1076, 1056, 96, 126]",109,Caucasian,20-30s,Neutral,Female
16515576.jpg,"[268, 583, 394, 444]",109,Mongoloid,40-50s,Fear,Male
16661245.jpg,"[734, 405, 101, 145]",110,Mongoloid,20-30s,Happiness,Female
16757635.jpg,"[1274, 293, 404, 530]",111,Mongoloid,40-50s,Fear,Female
16860940.jpg,"[1132, 371, 305, 368]",112,Mongoloid,40-50s,Happiness,Female
1726914.jpg,"[579, 404, 351, 461]",113,Mongoloid,20-30s,Happiness,Female
17458558.jpg,"[537, 350, 468, 664]",114,Mongoloid,20-30s,Neutral,Female
1764740.jpg,"[420, 559, 304, 406]",115,Mongoloid,20-30s,Neutral,Female
17690672.jpg,"[501, 189, 345, 467]",116,Mongoloid,40-50s,Happiness,Female
17777379.jpg,"[1086, 426, 292, 394]",117,Caucasian,Senior,Fear,Male
17849614.jpg,"[450, 289, 342, 448]",118,Mongoloid,40-50s,Fear,Male
18103102.jpg,"[753, 347, 310, 373]",119,Mongoloid,20-30s,Happiness,Female
18414602.jpg,"[549, 230, 439, 620]",120,Caucasian,20-30s,Sadness,Male
18454640.jpg,"[1296, 387, 476, 616]",121,Mongoloid,40-50s,Anger,Female
18639281.jpg,"[606, 379, 262, 342]",122,Mongoloid,20-30s,Happiness,Male
18704320.jpg,"[578, 143, 150, 192]",123,Mongoloid,20-30s,Neutral,Female
18810000.jpg,"[549, 180, 166, 235]",124,Mongoloid,20-30s,Fear,Male
1901783.jpg,"[469, 747, 330, 377]",125,Mongoloid,20-30s,Happiness,Male
19161768.jpg,"[1124, 370, 270, 348]",126,Caucasian,40-50s,Anger,Male
19161768.jpg,"[1447, 486, 20, 24]",126,Negroid,20-30s,Sadness,Male
19162111.jpg,"[921, 347, 155, 200]",127,Mongoloid,40-50s,Anger,Male
19308836.jpg,"[588, 536, 327, 412]",128,Mongoloid,40-50s,Happiness,Male
19412720.jpg,"[755, 582, 406, 668]",129,Mongoloid,20-30s,Neutral,Male
1948175.jpg,"[358, 589, 178, 233]",130,Mongoloid,40-50s,Sadness,Male
1956714.jpg,"[495, 416, 203, 266]",131,Mongoloid,20-30s,Happiness,Female
19627152.jpg,"[1122, 184, 314, 378]",132,Mongoloid,40-50s,Happiness,Male
1974308.jpg,"[510, 487, 284, 371]",133,Mongoloid,20-30s,Happiness,Female
19827496.jpg,"[880, 215, 208, 265]",134,Mongoloid,20-30s,Happiness,Male
20353998.jpg,"[638, 331, 203, 259]",135,Mongoloid,20-30s,Sadness,Female
20516708.jpg,"[1211, 243, 221, 302]",136,Mongoloid,20-30s,Sadness,Female
2052852.jpg,"[836, 985, 212, 267]",137,Mongoloid,20-30s,Disgust,Male
2070202.jpg,"[926, 723, 295, 406]",138,Mongoloid,20-30s,Happiness,Female
2102074.jpg,"[657, 495, 161, 210]",139,Mongoloid,20-30s,Happiness,Male
2138909.jpg,"[402, 316, 281, 394]",140,Mongoloid,20-30s,Neutral,Female
21468999.jpg,"[1061, 335, 559, 654]",141,Mongoloid,20-30s,Neutral,Male
21713230.jpg,"[920, 506, 158, 214]",142,Mongoloid,20-30s,Neutral,Female
21907104.jpg,"[620, 425, 124, 169]",144,Mongoloid,20-30s,Happiness,Female
21964734.jpg,"[1069, 350, 253, 291]",145,Mongoloid,20-30s,Happiness,Female
2222408.jpg,"[806, 443, 313, 506]",146,Mongoloid,20-30s,Happiness,Female
22420408.jpg,"[793, 380, 199, 253]",147,Mongoloid,20-30s,Neutral,Female
22565086.jpg,"[1016, 140, 246, 308]",148,Mongoloid,20-30s,Happiness,Male
22766112.jpg,"[686, 293, 309, 382]",149,Mongoloid,20-30s,Neutral,Female
22966544.jpg,"[661, 277, 255, 345]",150,Mongoloid,40-50s,Anger,Male
22981000.jpg,"[438, 351, 491, 576]",151,Mongoloid,40-50s,Anger,Male
23048768.jpg,"[512, 311, 210, 286]",152,Mongoloid,20-30s,Fear,Male
23048768.jpg,"[689, 1070, 84, 100]",152,Caucasian,20-30s,Fear,Male
23160059.jpg,"[805, 260, 253, 329]",153,Mongoloid,20-30s,Happiness,Male
2379775.jpg,"[1340, 396, 386, 528]",154,Mongoloid,20-30s,Anger,Female
24010357.jpg,"[561, 486, 255, 342]",155,Mongoloid,20-30s,Happiness,Male
24010357.jpg,"[777, 163, 73, 91]",155,Mongoloid,20-30s,Sadness,Male
24147910.jpg,"[443, 340, 111, 147]",156,Mongoloid,20-30s,Neutral,Female
24460945.jpg,"[1099, 293, 373, 452]",157,Mongoloid,40-50s,Sadness,Male
24460945.jpg,"[1436, 1016, 21, 25]",157,Caucasian,20-30s,Happiness,Male
24460945.jpg,"[1464, 1255, 23, 25]",157,Mongoloid,20-30s,Happiness,Female
24846573.jpg,"[454, 606, 300, 384]",158,Mongoloid,20-30s,Sadness,Male
2499469.jpg,"[613, 421, 297, 413]",159,Mongoloid,20-30s,Happiness,Female
2507329.jpg,"[649, 318, 279, 422]",160,Mongoloid,20-30s,Neutral,Male
25258174.jpg,"[1161, 256, 307, 434]",161,Mongoloid,20-30s,Neutral,Female
25558882.jpg,"[923, 175, 278, 369]",162,Mongoloid,20-30s,Happiness,Male
25610409.jpg,"[971, 385, 55, 72]",163,Caucasian,20-30s,Anger,Male
25610409.jpg,"[1132, 135, 67, 89]",163,Caucasian,20-30s,Happiness,Male
25610409.jpg,"[1109, 391, 195, 293]",163,Mongoloid,40-50s,Neutral,Female
25610409.jpg,"[533, 286, 86, 103]",163,Caucasian,20-30s,Fear,Female
25644923.jpg,"[437, 274, 442, 529]",164,Mongoloid,20-30s,Happiness,Female
25709014.jpg,"[605, 264, 143, 191]",165,Mongoloid,20-30s,Happiness,Female
26066270.jpg,"[944, 389, 301, 369]",166,Mongoloid,20-30s,Fear,Female
2617157.jpg,"[397, 472, 193, 288]",167,Mongoloid,20-30s,Anger,Female
26429747.jpg,"[456, 556, 357, 472]",168,Mongoloid,20-30s,Happiness,Male
26652241.jpg,"[237, 405, 304, 410]",169,Mongoloid,20-30s,Neutral,Male
26995139.jpg,"[800, 310, 462, 580]",170,Mongoloid,20-30s,Happiness,Male
27216003.jpg,"[1179, 352, 184, 224]",171,Mongoloid,20-30s,Happiness,Male
27911320.jpg,"[909, 295, 410, 504]",172,Mongoloid,20-30s,Neutral,Male
27940917.jpg,"[908, 174, 331, 374]",173,Mongoloid,20-30s,Fear,Male
2852866.jpg,"[856, 267, 212, 276]",175,Mongoloid,20-30s,Happiness,Male
2886377.jpg,"[1095, 781, 291, 347]",176,Mongoloid,40-50s,Happiness,Female
29147643.jpg,"[1118, 238, 199, 256]",177,Mongoloid,20-30s,Happiness,Male
2944056.jpg,"[575, 743, 375, 470]",178,Mongoloid,20-30s,Happiness,Female
29645903.jpg,"[476, 271, 334, 457]",179,Mongoloid,20-30s,Happiness,Male
29704956.jpg,"[1127, 274, 197, 263]",181,Mongoloid,40-50s,Disgust,Male
29739891.jpg,"[673, 219, 302, 464]",182,Mongoloid,40-50s,Anger,Male
29824475.jpg,"[686, 310, 185, 235]",183,Mongoloid,20-30s,Happiness,Male
3000130.jpg,"[1322, 529, 299, 388]",184,Mongoloid,20-30s,Sadness,Male
3003068.jpg,"[800, 378, 280, 346]",185,Caucasian,20-30s,Neutral,Female
30369284.jpg,"[1150, 225, 276, 323]",186,Mongoloid,20-30s,Neutral,Male
30527173.jpg,"[604, 413, 266, 347]",187,Mongoloid,20-30s,Happiness,Female
30577144.jpg,"[201, 607, 692, 984]",188,Mongoloid,20-30s,Happiness,Male
30760318.jpg,"[601, 211, 228, 322]",189,Mongoloid,20-30s,Happiness,Male
3079720.jpg,"[875, 219, 429, 621]",190,Mongoloid,20-30s,Happiness,Female
3090098.jpg,"[1046, 309, 426, 548]",191,Mongoloid,20-30s,Happiness,Female
31012986.jpg,"[564, 321, 292, 476]",192,Mongoloid,20-30s,Neutral,Female
3109778.jpg,"[678, 629, 323, 385]",193,Caucasian,40-50s,Sadness,Male
31138034.jpg,"[644, 208, 459, 563]",194,Mongoloid,20-30s,Happiness,Female
31223220.jpg,"[625, 156, 128, 172]",195,Mongoloid,Senior,Neutral,Female
31359068.jpg,"[740, 369, 457, 591]",196,Mongoloid,20-30s,Neutral,Male
3138837.jpg,"[379, 196, 220, 265]",197,Mongoloid,20-30s,Neutral,Male
31391762.jpg,"[948, 384, 168, 240]",198,Caucasian,20-30s,Happiness,Female
31441438.jpg,"[1112, 231, 373, 517]",199,Mongoloid,40-50s,Happiness,Female
31462071.jpg,"[843, 207, 279, 394]",200,Caucasian,40-50s,Fear,Male
3157812.jpg,"[1061, 1262, 104, 160]",201,Mongoloid,40-50s,Happiness,Female
32068722.jpg,"[592, 268, 442, 538]",202,Mongoloid,20-30s,Happiness,Male
32380985.jpg,"[557, 346, 313, 423]",203,Mongoloid,20-30s,Happiness,Female
3264666.jpg,"[562, 548, 131, 165]",204,Mongoloid,20-30s,Sadness,Male
32964910.jpg,"[524, 15, 364, 464]",206,Mongoloid,20-30s,Happiness,Male
33091036.jpg,"[789, 142, 346, 444]",207,Mongoloid,20-30s,Happiness,Male
33486429.jpg,"[682, 842, 298, 339]",208,Mongoloid,40-50s,Happiness,Male
33535036.jpg,"[1751, 441, 73, 103]",209,Mongoloid,20-30s,Sadness,Male
33535036.jpg,"[1670, 552, 56, 70]",209,Mongoloid,20-30s,Fear,Male
33535036.jpg,"[947, 183, 208, 272]",209,Mongoloid,40-50s,Happiness,Male
33892123.jpg,"[610, 310, 345, 414]",210,Mongoloid,40-50s,Happiness,Male
33915372.jpg,"[717, 273, 368, 493]",211,Mongoloid,20-30s,Happiness,Female
3391972.jpg,"[555, 363, 434, 589]",212,Mongoloid,40-50s,Disgust,Male
3391976.jpg,"[628, 249, 501, 701]",213,Mongoloid,40-50s,Happiness,Male
3410477.jpg,"[614, 271, 489, 705]",214,Mongoloid,40-50s,Sadness,Male
3429831.jpg,"[651, 278, 344, 422]",215,Caucasian,40-50s,Neutral,Male
3435701.jpg,"[707, 538, 129, 181]",216,Mongoloid,40-50s,Sadness,Male
3435731.jpg,"[557, 292, 187, 245]",217,Mongoloid,20-30s,Happiness,Female
34460135.jpg,"[1422, 271, 183, 226]",218,Mongoloid,40-50s,Happiness,Female
3455123.jpg,"[1139, 269, 250, 294]",219,Mongoloid,40-50s,Neutral,Female
34628318.jpg,"[718, 320, 178, 220]",220,Mongoloid,40-50s,Happiness,Female
34697642.jpg,"[593, 352, 303, 320]",221,Mongoloid,20-30s,Sadness,Male
34702737.jpg,"[878, 230, 237, 351]",222,Mongoloid,20-30s,Happiness,Male
34704911.jpg,"[1131, 252, 174, 251]",223,Mongoloid,20-30s,Happiness,Male
34871802.jpg,"[418, 368, 417, 548]",224,Mongoloid,20-30s,Neutral,Female
35127692.jpg,"[809, 328, 258, 342]",225,Mongoloid,40-50s,Happiness,Male
35610009.jpg,"[528, 133, 392, 458]",226,Mongoloid,20-30s,Neutral,Male
35610009.jpg,"[1015, 242, 531, 704]",226,Mongoloid,20-30s,Happiness,Male
36011395.jpg,"[796, 419, 305, 385]",227,Mongoloid,40-50s,Neutral,Female
36462523.jpg,"[792, 457, 375, 440]",228,Mongoloid,20-30s,Fear,Female
36617812.jpg,"[1370, 231, 268, 336]",229,Mongoloid,20-30s,Happiness,Female
36682833.jpg,"[663, 198, 233, 298]",230,Mongoloid,20-30s,Neutral,Male
36748282.jpg,"[632, 896, 211, 279]",231,Mongoloid,20-30s,Happiness,Male
37139038.jpg,"[1200, 361, 284, 393]",232,Caucasian,20-30s,Fear,Female
37156556.jpg,"[839, 170, 470, 655]",233,Mongoloid,20-30s,Fear,Female
37856217.jpg,"[1084, 271, 100, 128]",234,Caucasian,20-30s,Neutral,Male
37856217.jpg,"[556, 217, 328, 451]",234,Caucasian,20-30s,Happiness,Male
3787201.jpg,"[1025, 429, 332, 378]",235,Mongoloid,20-30s,Anger,Female
37878628.jpg,"[886, 404, 394, 574]",236,Mongoloid,20-30s,Sadness,Female
37935696.jpg,"[491, 151, 205, 290]",237,Mongoloid,20-30s,Happiness,Female
37968394.jpg,"[471, 324, 290, 410]",238,Mongoloid,20-30s,Happiness,Female
38028727.jpg,"[777, 204, 260, 334]",239,Caucasian,20-30s,Happiness,Female
38157212.jpg,"[1428, 358, 163, 181]",240,Mongoloid,20-30s,Anger,Female
38195555.jpg,"[301, 237, 382, 506]",241,Mongoloid,20-30s,Happiness,Female
38217732.jpg,"[454, 728, 210, 279]",242,Mongoloid,40-50s,Neutral,Male
3823387.jpg,"[856, 325, 396, 494]",243,Mongoloid,20-30s,Fear,Male
38335183.jpg,"[952, 310, 210, 276]",244,Mongoloid,20-30s,Neutral,Male
38437077.jpg,"[770, 842, 270, 363]",247,Mongoloid,20-30s,Happiness,Female
38530268.jpg,"[1046, 271, 177, 255]",248,Mongoloid,20-30s,Happiness,Male
38546206.jpg,"[1103, 269, 246, 341]",249,Mongoloid,40-50s,Neutral,Male
38594907.jpg,"[1022, 443, 309, 389]",250,Caucasian,20-30s,Neutral,Female
38905875.jpg,"[703, 352, 256, 334]",252,Mongoloid,20-30s,Happiness,Female
38906397.jpg,"[670, 219, 654, 784]",253,Mongoloid,20-30s,Neutral,Female
39221910.jpg,"[1083, 227, 386, 518]",254,Caucasian,20-30s,Happiness,Female
39222211.jpg,"[1021, 111, 423, 600]",255,Caucasian,20-30s,Happiness,Female
39243924.jpg,"[766, 253, 344, 471]",256,Mongoloid,20-30s,Neutral,Female
39243927.jpg,"[912, 285, 437, 590]",257,Mongoloid,20-30s,Sadness,Female
39243928.jpg,"[1272, 235, 436, 546]",258,Mongoloid,20-30s,Sadness,Female
39243929.jpg,"[1055, 217, 459, 587]",259,Mongoloid,20-30s,Neutral,Female
39243931.jpg,"[1136, 305, 371, 478]",260,Mongoloid,20-30s,Happiness,Female
39577067.jpg,"[1346, 441, 155, 214]",261,Mongoloid,20-30s,Happiness,Female
39580165.jpg,"[345, 868, 426, 534]",262,Mongoloid,Teenager,Neutral,Female
39646466.jpg,"[1038, 1912, 48, 61]",263,Caucasian,20-30s,Fear,Male
39646466.jpg,"[265, 244, 414, 481]",263,Mongoloid,40-50s,Sadness,Male
39670846.jpg,"[503, 355, 179, 308]",264,Mongoloid,20-30s,Neutral,Male
39692060.jpg,"[548, 855, 234, 316]",265,Mongoloid,40-50s,Happiness,Male
39714186.jpg,"[879, 186, 158, 217]",266,Caucasian,20-30s,Happiness,Female
39715283.jpg,"[903, 185, 165, 232]",267,Caucasian,20-30s,Happiness,Female
39719817.jpg,"[577, 310, 695, 850]",268,Caucasian,20-30s,Happiness,Male
39720454.jpg,"[703, 289, 526, 701]",269,Caucasian,20-30s,Happiness,Female
39744149.jpg,"[632, 194, 141, 191]",270,Mongoloid,40-50s,Sadness,Female
39807979.jpg,"[415, 431, 237, 277]",271,Mongoloid,20-30s,Fear,Male
39808964.jpg,"[964, 178, 148, 191]",272,Caucasian,20-30s,Neutral,Female
39818460.jpg,"[1014, 359, 180, 232]",273,Mongoloid,20-30s,Neutral,Male
3991082.jpg,"[455, 590, 226, 235]",274,Mongoloid,20-30s,Anger,Male
39923182.jpg,"[498, 611, 274, 346]",275,Mongoloid,40-50s,Happiness,Male
39960231.jpg,"[956, 492, 147, 189]",276,Mongoloid,20-30s,Happiness,Female
40127216.jpg,"[697, 194, 121, 167]",277,Caucasian,20-30s,Happiness,Male
40164881.jpg,"[1269, 178, 348, 475]",278,Mongoloid,20-30s,Happiness,Female
40180037.jpg,"[1170, 183, 292, 384]",279,Caucasian,Senior,Happiness,Female
40309093.jpg,"[1105, 36, 423, 556]",281,Mongoloid,20-30s,Neutral,Male
4035615.jpg,"[1215, 708, 195, 281]",282,Mongoloid,20-30s,Fear,Female
40561438.jpg,"[784, 119, 278, 371]",283,Caucasian,20-30s,Neutral,Female
