age,region,face_confidence,gender,dominant_gender,race,dominant_race,emotion,dominant_emotion,file_name
35,"{'x': 771, 'y': 571, 'w': 293, 'h': 306}",0.90,"{'Woman': 35.971370339393616, 'Man': 64.02862668037415}",Man,"{'asian': 0.05151064219571445, 'indian': 0.015238231210509693, 'black': 0.00018555159675032073, 'white': 96.93385399176431, 'middle eastern': 1.4609834300299371, 'latino hispanic': 1.5382233104737626}",white,"{'angry': 0.00026078075734403683, 'disgust': 1.999300654502087e-11, 'fear': 2.1704897790186806e-05, 'happy': 99.98890161514282, 'sad': 0.010815666610142216, 'surprise': 2.3864043212507866e-15, 'neutral': 3.816096327824425e-08}",happy,62759750.jpg
22,"{'x': 634, 'y': 359, 'w': 218, 'h': 296}",0.93,"{'Woman': 18.3413028717041, 'Man': 81.65869116783142}",Man,"{'asian': 99.99991059302751, 'indian': 1.4575832521550648e-07, 'black': 4.495595570231325e-10, 'white': 5.634561597859492e-05, 'middle eastern': 8.337434018304647e-09, 'latino hispanic': 3.704536987043444e-05}",asian,"{'angry': 0.014734895376022905, 'disgust': 2.805251040141621e-10, 'fear': 0.28080970514565706, 'happy': 0.001353191601083381, 'sad': 1.7840560525655746, 'surprise': 1.630121602147483e-05, 'neutral': 97.91903495788574}",neutral,10398160.jpg
30,"{'x': 1025, 'y': 387, 'w': 256, 'h': 325}",0.92,"{'Woman': 99.71000552177429, 'Man': 0.28998812194913626}",Woman,"{'asian': 5.75677752494812, 'indian': 0.9315882809460163, 'black': 0.22229638416320086, 'white': 58.42398405075073, 'middle eastern': 7.175841927528381, 'latino hispanic': 27.48951017856598}",white,"{'angry': 1.1657037772238255, 'disgust': 0.014866619312670082, 'fear': 3.1105732545256615, 'happy': 0.6729607935994864, 'sad': 13.699917495250702, 'surprise': 0.006665803812211379, 'neutral': 81.32931590080261}",neutral,62454648.jpg
18,"{'x': 262, 'y': 179, 'w': 548, 'h': 763}",0.91,"{'Woman': 66.77467823028564, 'Man': 33.225321769714355}",Woman,"{'asian': 81.93119168281555, 'indian': 1.2245221994817257, 'black': 0.2562146168202162, 'white': 8.251123875379562, 'middle eastern': 0.6844118237495422, 'latino hispanic': 7.652533799409866}",asian,"{'angry': 2.34221769478532, 'disgust': 5.030354404278671e-05, 'fear': 4.725095820438364, 'happy': 0.03371698368878468, 'sad': 48.44182711146201, 'surprise': 0.19759682500026524, 'neutral': 44.25950279945169}",sad,image_1185.jpg
24,"{'x': 220, 'y': 188, 'w': 534, 'h': 728}",0.93,"{'Woman': 17.28588342666626, 'Man': 82.71412253379822}",Man,"{'asian': 3.8731861859560013, 'indian': 0.29580562841147184, 'black': 0.10784849291667342, 'white': 70.65843343734741, 'middle eastern': 5.596936494112015, 'latino hispanic': 19.46779042482376}",white,"{'angry': 1.0420914752749644e-08, 'disgust': 7.117116698347161e-18, 'fear': 2.4972919319380832e-09, 'happy': 99.87989067315404, 'sad': 2.2289240227562595e-06, 'surprise': 7.016179344929996e-06, 'neutral': 0.1201009333007594}",happy,image_943.jpg
34,"{'x': 578, 'y': 181, 'w': 168, 'h': 215}",0.94,"{'Woman': 0.02199019945692271, 'Man': 99.97801184654236}",Man,"{'asian': 85.47629714012146, 'indian': 4.163128882646561, 'black': 0.7845398969948292, 'white': 1.892068237066269, 'middle eastern': 0.10785063495859504, 'latino hispanic': 7.576117664575577}",asian,"{'angry': 14.753232896327972, 'disgust': 0.44130105525255203, 'fear': 1.2201854027807713, 'happy': 0.06464121979661286, 'sad': 67.21009016036987, 'surprise': 0.00230077112064464, 'neutral': 16.30825102329254}",sad,10321732.jpg
29,"{'x': 232, 'y': 188, 'w': 526, 'h': 691}",0.93,"{'Woman': 84.48178768157959, 'Man': 15.518216788768768}",Woman,"{'asian': 0.00010765581424068972, 'indian': 9.243550476444692e-06, 'black': 1.69517354709929e-07, 'white': 99.70039127471395, 'middle eastern': 0.060358553997192026, 'latino hispanic': 0.2391314742196485}",white,"{'angry': 2.4085381999611855, 'disgust': 3.368326986219472e-05, 'fear': 2.2629303857684135, 'happy': 0.0004242045633873204, 'sad': 9.300702065229416, 'surprise': 9.31872477849538e-05, 'neutral': 86.02728247642517}",neutral,image_8575.jpg
40,"{'x': 1134, 'y': 462, 'w': 109, 'h': 156}",0.92,"{'Woman': 1.3541514985263348, 'Man': 98.64584803581238}",Man,"{'asian': 94.76768374443054, 'indian': 2.2960159927606583, 'black': 0.021796095825266093, 'white': 0.5812649615108967, 'middle eastern': 0.0077457327279262245, 'latino hispanic': 2.3254847154021263}",asian,"{'angry': 6.6680183574546855e-06, 'disgust': 7.273541647307196e-08, 'fear': 7.525381300350445e-05, 'happy': 98.652964750109, 'sad': 0.002876819042771979, 'surprise': 0.00013403703977405844, 'neutral': 1.3439442832138708}",happy,14364844.jpg
35,"{'x': 224, 'y': 196, 'w': 568, 'h': 760}",0.91,"{'Woman': 99.85893368721008, 'Man': 0.14105786103755236}",Woman,"{'asian': 0.0189124490134418, 'indian': 0.015401835844386369, 'black': 0.0005939298262092052, 'white': 88.19549083709717, 'middle eastern': 3.7002403289079666, 'latino hispanic': 8.069363981485367}",white,"{'angry': 2.6150790974497795, 'disgust': 0.0008076254744082689, 'fear': 20.360766351222992, 'happy': 1.348953228443861, 'sad': 22.15449810028076, 'surprise': 0.049657432828098536, 'neutral': 53.47023606300354}",neutral,image_3225.jpg
33,"{'x': 878, 'y': 362, 'w': 303, 'h': 337}",0.92,"{'Woman': 99.9988317489624, 'Man': 0.001163196429843083}",Woman,"{'asian': 0.06620901986025274, 'indian': 0.02927886671386659, 'black': 0.0014480845493380912, 'white': 94.83761191368103, 'middle eastern': 1.842585764825344, 'latino hispanic': 3.222862258553505}",white,"{'angry': 0.0026210187570541166, 'disgust': 2.135778966877444e-10, 'fear': 0.0124031474115327, 'happy': 88.12915682792664, 'sad': 11.80250197649002, 'surprise': 0.0011754407751141116, 'neutral': 0.05214738775976002}",happy,71772788.jpg
41,"{'x': 540, 'y': 350, 'w': 293, 'h': 387}",0.94,"{'Woman': 85.69446206092834, 'Man': 14.305537939071655}",Woman,"{'asian': 99.90593194400859, 'indian': 0.015072301346461555, 'black': 6.701511922929317e-06, 'white': 0.02527579932254847, 'middle eastern': 5.95684532789875e-06, 'latino hispanic': 0.05370251921653862}",asian,"{'angry': 0.17340879682793656, 'disgust': 98.16130421622941, 'fear': 0.035917690631501006, 'happy': 1.2902222898337496, 'sad': 0.02650946528351721, 'surprise': 0.0015662533721370329, 'neutral': 0.31106603348958095}",disgust,12702881.jpg
29,"{'x': 220, 'y': 190, 'w': 524, 'h': 724}",0.93,"{'Woman': 87.42027282714844, 'Man': 12.579728662967682}",Woman,"{'asian': 2.463214099407196, 'indian': 2.364460378885269, 'black': 0.3434354206547141, 'white': 52.308058738708496, 'middle eastern': 15.926580131053925, 'latino hispanic': 26.594248414039612}",white,"{'angry': 0.035132039920426905, 'disgust': 2.9860552785976324e-05, 'fear': 0.019996492483187467, 'happy': 79.47118282318115, 'sad': 0.848899595439434, 'surprise': 0.055227207485586405, 'neutral': 19.569528102874756}",happy,image_2439.jpg
33,"{'x': 640, 'y': 362, 'w': 290, 'h': 381}",0.93,"{'Woman': 10.921044647693634, 'Man': 89.07895684242249}",Man,"{'asian': 0.002390503765738586, 'indian': 0.0003275566151082779, 'black': 3.6124123382832203e-06, 'white': 99.80849029916641, 'middle eastern': 0.07475748698324121, 'latino hispanic': 0.11403350895616306}",white,"{'angry': 0.07247234311721285, 'disgust': 1.016438382983176e-08, 'fear': 6.0849348745089556e-05, 'happy': 74.54154339680335, 'sad': 19.017438233938112, 'surprise': 1.978682058456287e-08, 'neutral': 6.368490688114803}",happy,47219004.jpg
31,"{'x': 1193, 'y': 293, 'w': 300, 'h': 387}",0.92,"{'Woman': 99.99065399169922, 'Man': 0.009348674939246848}",Woman,"{'asian': 98.96189582802107, 'indian': 0.5175698862886564, 'black': 0.0015958223146593606, 'white': 0.3164707771425513, 'middle eastern': 0.020131409620567753, 'latino hispanic': 0.18233593009505508}",asian,"{'angry': 3.662964747843839e-05, 'disgust': 9.937069597658856e-14, 'fear': 0.6835485925020465, 'happy': 0.001441975756276728, 'sad': 0.016645981866693423, 'surprise': 1.9285658769095003e-06, 'neutral': 99.29832228442164}",neutral,4700865.jpg
29,"{'x': 1171, 'y': 200, 'w': 306, 'h': 418}",0.94,"{'Woman': 99.94277358055115, 'Man': 0.0572250341065228}",Woman,"{'asian': 70.13020755412668, 'indian': 7.809952087396632, 'black': 1.2399038846676211, 'white': 3.5440210752512304, 'middle eastern': 0.8144616188957237, 'latino hispanic': 16.46146076458225}",asian,"{'angry': 8.718807959856715e-05, 'disgust': 2.169726812969849e-12, 'fear': 7.540014935078011e-08, 'happy': 97.76847985166552, 'sad': 5.123567874255706e-05, 'surprise': 1.5984208316620286e-05, 'neutral': 2.231354186671473}",happy,47104739.jpg
28,"{'x': 537, 'y': 303, 'w': 353, 'h': 462}",0.92,"{'Woman': 0.11094857472926378, 'Man': 99.88905787467957}",Man,"{'asian': 0.03089957094737787, 'indian': 0.026457820542528265, 'black': 0.00026408589782089, 'white': 98.47844857234375, 'middle eastern': 1.287421616921232, 'latino hispanic': 0.1765033601853716}",white,"{'angry': 2.3607826435329584e-06, 'disgust': 7.883260215822624e-12, 'fear': 85.9810761202023, 'happy': 0.004807056316199344, 'sad': 6.217700986129104, 'surprise': 0.011321134608753598, 'neutral': 7.785102443999198}",fear,67938053.jpg
19,"{'x': 909, 'y': 531, 'w': 190, 'h': 243}",0.92,"{'Woman': 56.97014331817627, 'Man': 43.02985668182373}",Woman,"{'asian': 99.89001750946045, 'indian': 0.008869695739122108, 'black': 1.1907743413530625e-05, 'white': 0.02860994718503207, 'middle eastern': 8.239067597060057e-05, 'latino hispanic': 0.07240509148687124}",asian,"{'angry': 3.82934132403534e-05, 'disgust': 1.90762086682561e-08, 'fear': 0.1265691709704697, 'happy': 94.15578246116638, 'sad': 0.0006096172455727356, 'surprise': 0.3720780834555626, 'neutral': 5.344933271408081}",happy,66748310.jpg
33,"{'x': 1331, 'y': 543, 'w': 265, 'h': 375}",0.92,"{'Woman': 10.11803224682808, 'Man': 89.88197445869446}",Man,"{'asian': 66.5206472253028, 'indian': 8.117614463852112, 'black': 3.3804803782128836, 'white': 6.278495487154068, 'middle eastern': 1.449522482660713, 'latino hispanic': 14.25323316416345}",asian,"{'angry': 11.248217448485937, 'disgust': 0.00015250987871230556, 'fear': 4.621874816529441, 'happy': 50.90035503508776, 'sad': 20.113989419578875, 'surprise': 1.8274081097488468, 'neutral': 11.28800578641926}",happy,3000130.jpg
36,"{'x': 215, 'y': 740, 'w': 212, 'h': 278}",0.93,"{'Woman': 99.38809871673584, 'Man': 0.6119057070463896}",Woman,"{'asian': 93.75548437172361, 'indian': 0.25485173554995827, 'black': 0.031026192967451457, 'white': 2.151228603574204, 'middle eastern': 0.068222839634378, 'latino hispanic': 3.7391859305875386}",asian,"{'angry': 1.1563457746888162e-05, 'disgust': 2.21724836752553e-14, 'fear': 1.333142152226685e-07, 'happy': 99.80630278587341, 'sad': 2.7029956939372823e-06, 'surprise': 0.00015832022199901985, 'neutral': 0.1935262349434197}",happy,8185516.jpg
26,"{'x': 1268, 'y': 218, 'w': 434, 'h': 553}",0.94,"{'Woman': 99.9163269996643, 'Man': 0.08367103291675448}",Woman,"{'asian': 76.08901858329773, 'indian': 4.249483346939087, 'black': 0.4939350299537182, 'white': 2.0299455150961876, 'middle eastern': 0.34383463207632303, 'latino hispanic': 16.793783009052277}",asian,"{'angry': 4.020263494268864, 'disgust': 3.334276840191857e-05, 'fear': 7.63687983971118, 'happy': 0.00010088954842276274, 'sad': 83.74438784983086, 'surprise': 0.0002487447693981605, 'neutral': 4.598087718968851}",sad,39243928.jpg
34,"{'x': 871, 'y': 446, 'w': 362, 'h': 465}",0.94,"{'Woman': 3.613082319498062, 'Man': 96.38691544532776}",Man,"{'asian': 12.757942049748653, 'indian': 28.737136276109663, 'black': 38.56512742458255, 'white': 2.0955120509252487, 'middle eastern': 1.6120383456899707, 'latino hispanic': 16.23223528477725}",black,"{'angry': 7.966236025094986, 'disgust': 47.790488600730896, 'fear': 3.3800676465034485, 'happy': 8.576858788728714, 'sad': 30.390125513076782, 'surprise': 0.11226683855056763, 'neutral': 1.783958077430725}",disgust,81276269.jpg
30,"{'x': 289, 'y': 206, 'w': 547, 'h': 761}",0.92,"{'Woman': 97.31148481369019, 'Man': 2.6885133236646652}",Woman,"{'asian': 99.86801146674225, 'indian': 0.03844103714006616, 'black': 0.000248936650054304, 'white': 0.02892205547635588, 'middle eastern': 3.83829865454276e-05, 'latino hispanic': 0.0643416637255498}",asian,"{'angry': 0.2592635961183069, 'disgust': 4.063035945614614e-05, 'fear': 0.04848793030551406, 'happy': 85.56067261461452, 'sad': 0.028420520777733372, 'surprise': 0.0029621834929727422, 'neutral': 14.100154584655439}",happy,image_278.jpg
29,"{'x': 937, 'y': 231, 'w': 140, 'h': 178}",0.93,"{'Woman': 97.85227179527283, 'Man': 2.14773491024971}",Woman,"{'asian': 0.923908743197247, 'indian': 0.4729415106291479, 'black': 0.06699703916703398, 'white': 76.94207888496392, 'middle eastern': 9.266755537197325, 'latino hispanic': 12.327320118386753}",white,"{'angry': 2.890662139314699e-13, 'disgust': 3.4108934015663247e-29, 'fear': 1.0064734966640596e-17, 'happy': 99.99964237213135, 'sad': 3.4643973650385577e-13, 'surprise': 7.112486710703081e-08, 'neutral': 0.0003581988494261168}",happy,58557908.jpg
34,"{'x': 1175, 'y': 356, 'w': 234, 'h': 250}",0.91,"{'Woman': 0.04479996860027313, 'Man': 99.95519518852234}",Man,"{'asian': 12.152078727011604, 'indian': 0.7949715954048392, 'black': 0.13416137880303733, 'white': 75.81437681999068, 'middle eastern': 3.506573871169917, 'latino hispanic': 7.597839540114375}",white,"{'angry': 0.18302078751225992, 'disgust': 0.0006762958894994221, 'fear': 4.360598585641299, 'happy': 0.004452427576138046, 'sad': 95.25545211168838, 'surprise': 5.74207382561558e-06, 'neutral': 0.19579763759956584}",sad,102495577.jpg
32,"{'x': 443, 'y': 284, 'w': 315, 'h': 425}",0.93,"{'Woman': 99.86481070518494, 'Man': 0.1351948594674468}",Woman,"{'asian': 99.99409914087067, 'indian': 6.463704800246919e-07, 'black': 4.275243538020246e-09, 'white': 0.005474815482016298, 'middle eastern': 1.9567987118333387e-07, 'latino hispanic': 0.00042086839570032464}",asian,"{'angry': 0.0008864608155684327, 'disgust': 1.3719934761624771e-10, 'fear': 0.0006597280659733002, 'happy': 99.63996999978482, 'sad': 0.280806309464212, 'surprise': 2.3315581068869196e-09, 'neutral': 0.07768046568580848}",happy,79640812.jpg
27,"{'x': 249, 'y': 233, 'w': 537, 'h': 726}",0.93,"{'Woman': 99.99200105667114, 'Man': 0.008001922105904669}",Woman,"{'asian': 0.7624737918376923, 'indian': 1.6378877684473991, 'black': 0.22177700884640217, 'white': 47.17564582824707, 'middle eastern': 25.402331352233887, 'latino hispanic': 24.799883365631104}",white,"{'angry': 0.0005930279712629272, 'disgust': 4.300468592344231e-08, 'fear': 2.891352153255866e-05, 'happy': 97.91595935821533, 'sad': 0.005128900011186488, 'surprise': 0.0007991662641870789, 'neutral': 2.0775003358721733}",happy,image_1571.jpg
22,"{'x': 762, 'y': 418, 'w': 368, 'h': 481}",0.94,"{'Woman': 98.84353876113892, 'Man': 1.1564567685127258}",Woman,"{'asian': 0.061270709528912955, 'indian': 0.01799493260602339, 'black': 0.0019997707003185997, 'white': 89.08674250999182, 'middle eastern': 2.427154490094842, 'latino hispanic': 8.40483282150831}",white,"{'angry': 1.4676568294014203e-08, 'disgust': 2.943428572924608e-15, 'fear': 8.7594636405397e-10, 'happy': 97.93325662612915, 'sad': 9.688837110388704e-06, 'surprise': 8.026244699976814e-05, 'neutral': 2.066652663052082}",happy,59133991.jpg
40,"{'x': 884, 'y': 15, 'w': 384, 'h': 500}",0.94,"{'Woman': 62.183165550231934, 'Man': 37.816834449768066}",Woman,"{'asian': 0.00014942203279133537, 'indian': 0.0001396569246026047, 'black': 8.035374321480049e-06, 'white': 99.51851963996887, 'middle eastern': 0.2702159807085991, 'latino hispanic': 0.21096528507769108}",white,"{'angry': 6.02656276323262e-13, 'disgust': 1.7844374443815503e-17, 'fear': 4.055119087742476e-10, 'happy': 99.99998807907104, 'sad': 2.5675524206736355e-09, 'surprise': 8.769227811992141e-14, 'neutral': 1.0831796970478536e-05}",happy,82783500.jpg
39,"{'x': 690, 'y': 306, 'w': 309, 'h': 375}",0.93,"{'Woman': 99.9810516834259, 'Man': 0.01894831220852211}",Woman,"{'asian': 100.0, 'indian': 3.3264901250218415e-09, 'black': 1.250858469117687e-15, 'white': 8.332011525169492e-07, 'middle eastern': 1.2332251258189266e-13, 'latino hispanic': 1.2796364856626496e-06}",asian,"{'angry': 0.33551198430359364, 'disgust': 0.003182986256433651, 'fear': 1.0272509418427944, 'happy': 7.728525251150131, 'sad': 1.3719798065721989, 'surprise': 0.06478780414909124, 'neutral': 89.46875929832458}",neutral,22766112.jpg
